ANO,ANO_INGRESSO,ANO_NASC,ATINGIU_PV,ATIVO_INATIVO,AVALIADOR_1,AVALIADOR_2,AVALIADOR_3,AVALIADOR_4,AVALIADOR_5,AVALIADOR_6,CF,CG,CT,DEFAS,DESTAQUE_IDA,DESTAQUE_IEG,DESTAQUE_IPV,ESCOLA,FASE,FASE_IDEAL,GENERO,IAA,IAN,IDA,IDADE,IEG,INDE_22,INDE_23,INDE_24,INDICADO,INGLES,INST_ENSINO,IPP,IPS,IPV,MATEM,NOME,N_AV,PEDRA_20,PEDRA_21,PEDRA_22,PEDRA_23,PEDRA_24,PORTUG,RA,REC_AV1,REC_AV2,REC_AV3,REC_AV4,REC_PSICOLOGIA,TURMA,RISCO,INDE_ATUAL,FAIXA_DEFASAGEM,TEMPO_PM
2022,2022,2005,Sim,,Avaliador-5,Avaliador-27,Avaliador-28,Avaliador-31,,,3.0,17.0,3.0,-1,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,6,Fase 7 (3º EM),Menino,9.6,5.0,8.0,17.0,8.8,8.677,,,Sim,10.0,Escola Pública,,10.0,10.0,9.5,Aluno-26,4.0,,,Topázio,,,4.4,RA-26,Promovido de Fase,Promovido de Fase + Bolsa,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Sem limitações,A,1,8.677,Moderada,0
2022,2016,2005,Sim,,Avaliador-5,Avaliador-27,Avaliador-28,Avaliador-31,,,12.0,449.0,12.0,-1,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,6,Fase 7 (3º EM),Menino,0.0,5.0,8.0,17.0,7.6,7.124,,,Não,10.0,Rede Decisão,,8.1,9.111,7.7,Aluno-27,4.0,Topázio,Ametista,Ametista,,,6.3,RA-27,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Sem limitações,A,1,7.124,Moderada,6
2022,2019,2005,Não,,Avaliador-5,Avaliador-27,Avaliador-28,Avaliador-31,,,14.0,698.0,14.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,6,Fase 7 (3º EM),Menina,7.9,5.0,5.0,17.0,6.1,6.242,,,Não,5.3,Escola Pública,,7.5,6.333,8.2,Aluno-28,4.0,Ametista,Ametista,Ágata,,,1.5,RA-28,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Requer avaliação,A,1,6.242,Moderada,3
2022,2022,2005,Não,,Avaliador-5,Avaliador-27,Avaliador-28,Avaliador-31,,,16.0,821.0,16.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,6,Fase 7 (3º EM),Menino,0.0,5.0,3.7,17.0,4.0,4.985,,,Sim,3.8,Escola Pública,,8.8,7.611,6.3,Aluno-29,4.0,,,Quartzo,,,1.1,RA-29,Promovido de Fase,Mantido na Fase + Bolsa,Mantido na Fase atual,Alocado em Fase anterior,Requer avaliação,A,1,4.985,Moderada,0
2022,2021,2006,Não,,Avaliador-5,Avaliador-27,Avaliador-28,Avaliador-31,,,9.0,270.0,9.0,0,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,6,Fase 6 (2º EM),Menina,8.8,10.0,7.5,16.0,6.4,7.605,,,Não,9.7,Escola Pública,,7.5,7.333,8.5,Aluno-30,4.0,,Ametista,Ametista,,,4.4,RA-30,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Sem limitações,A,0,7.605,Adequada/Adiantada,1
2022,2019,2005,Sim,,Avaliador-5,Avaliador-27,Avaliador-28,Avaliador-31,,,2.0,9.0,2.0,-1,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,6,Fase 7 (3º EM),Menina,10.0,5.0,8.0,17.0,9.5,8.843,,,Não,9.3,Rede Decisão,,9.4,10.0,9.0,Aluno-31,4.0,Topázio,Topázio,Topázio,,,5.7,RA-31,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Sem limitações,A,1,8.843,Moderada,3
2022,2018,2006,Não,,Avaliador-5,Avaliador-27,Avaliador-28,Avaliador-31,,,11.0,370.0,11.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,6,Fase 6 (2º EM),Menina,8.8,10.0,6.1,16.0,5.2,7.37,,,Não,8.9,Rede Decisão,,8.8,7.944,5.7,Aluno-32,4.0,Ametista,Ametista,Ametista,,,3.6,RA-32,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Sem limitações,A,0,7.37,Adequada/Adiantada,4
2022,2020,2005,Não,,Avaliador-5,Avaliador-27,Avaliador-28,Avaliador-31,,,17.0,824.0,17.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,6,Fase 7 (3º EM),Menina,0.0,5.0,4.8,17.0,4.6,4.952,,,Não,3.7,Escola Pública,,7.5,6.0,9.0,Aluno-33,4.0,Ágata,Ametista,Quartzo,,,1.6,RA-33,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Sem limitações,A,1,4.952,Moderada,2
2022,2016,2005,Não,,Avaliador-5,Avaliador-27,Avaliador-28,Avaliador-31,,,13.0,692.0,13.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,6,Fase 7 (3º EM),Menino,9.6,5.0,3.8,17.0,4.8,6.259,,,Não,2.8,Rede Decisão,,8.1,7.278,4.7,Aluno-34,4.0,Ametista,Ametista,Ágata,,,4.0,RA-34,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Sem limitações,A,1,6.259,Moderada,6
2022,2019,2005,Sim,,Avaliador-5,Avaliador-27,Avaliador-28,Avaliador-31,,,1.0,5.0,1.0,-1,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,6,Fase 7 (3º EM),Menina,10.0,5.0,8.5,17.0,9.6,8.965,,,Não,9.3,Rede Decisão,,9.4,10.0,9.0,Aluno-35,4.0,Ametista,Topázio,Topázio,,,7.1,RA-35,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Sem limitações,A,1,8.965,Moderada,3
2022,2019,2005,Sim,,Avaliador-5,Avaliador-27,Avaliador-28,Avaliador-31,,,7.0,177.0,7.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,6,Fase 7 (3º EM),Menina,9.2,5.0,6.8,17.0,9.0,7.876,,,Não,7.8,Rede Decisão,,6.9,8.944,8.5,Aluno-36,4.0,Topázio,Ametista,Ametista,,,4.3,RA-36,Promovido de Fase,Promovido de Fase + Bolsa,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Sem limitações,A,1,7.876,Moderada,3
2022,2019,2005,Não,,Avaliador-5,Avaliador-27,Avaliador-28,Avaliador-31,,,18.0,825.0,18.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,6,Fase 7 (3º EM),Menina,0.0,5.0,5.9,17.0,5.4,4.95,,,Não,10.0,Rede Decisão,,5.0,5.222,2.3,Aluno-37,4.0,Ametista,Ágata,Quartzo,,,5.3,RA-37,Promovido de Fase,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase,Sem limitações,A,1,4.95,Moderada,3
2022,2017,2005,Sim,,Avaliador-5,Avaliador-27,Avaliador-28,Avaliador-31,,,4.0,31.0,4.0,-1,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,6,Fase 7 (3º EM),Menina,9.2,5.0,8.6,17.0,8.9,8.523,,,Não,9.7,Rede Decisão,,7.5,9.833,9.0,Aluno-38,4.0,Ametista,Ametista,Topázio,,,7.0,RA-38,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não indicado,A,1,8.523,Moderada,5
2022,2017,2006,Não,,Avaliador-5,Avaliador-27,Avaliador-28,Avaliador-31,,,15.0,722.0,15.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,6,Fase 6 (2º EM),Menina,0.0,10.0,6.9,16.0,4.8,6.033,,,Não,7.8,Rede Decisão,,6.9,6.111,7.7,Aluno-39,4.0,Ametista,Ametista,Ágata,,,5.1,RA-39,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Requer avaliação,A,0,6.033,Adequada/Adiantada,5
2022,2016,2006,Não,,Avaliador-5,Avaliador-27,Avaliador-24,Avaliador-31,,,27.0,429.0,3.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,5,Fase 6 (2º EM),Menina,7.9,5.0,6.8,16.0,7.8,7.203,,,Não,8.4,Rede Decisão,,7.5,7.75,4.7,Aluno-40,3.0,Ametista,Ágata,Ametista,,,7.3,RA-40,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,,Sem limitações,A,1,7.203,Moderada,6
2022,2018,2005,Não,,Avaliador-5,Avaliador-27,Avaliador-24,Avaliador-31,,,51.0,777.0,9.0,-2,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,5,Fase 7 (3º EM),Menino,9.2,5.0,5.6,17.0,6.1,5.581,,,Não,8.0,Escola Pública,,5.0,4.375,6.3,Aluno-41,3.0,Ágata,Ágata,Quartzo,,,2.5,RA-41,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Requer avaliação,A,1,5.581,Moderada,4
